id,vocab,vocab_pinyin,vocab_trans_vi,vocab_trans_en,example,example_pinyin,example_trans_vi,example_trans_en,level
1530,扰乱,rǎoluàn,"Quấy rối, làm loạn","Harassment, disturbance",这个消息扰乱了秩序。,Zhège xiāoxi rǎoluàn le zhìxù.,Tin tức này đã làm rối loạn trật tự.,This news has disturbed the order.,6
1531,惹祸,rěhuò,"Gây họa, gây rắc rối",cause trouble,他的行为惹祸了。,Tā de xíngwéi rěhuò le.,Hành động của anh ấy đã gây ra rắc rối.,His actions caused trouble.,6
1532,热泪盈眶,rèlèiyíngkuàng,Nước mắt đầm đìa,Tears streaming down,听到这个消息，她热泪盈眶。,"Tīngdào zhège xiāoxi, tā rèlèi yíngkuàng.","Nghe tin này, cô ấy rơi nước mắt xúc động.","Hearing this news, she burst into tears of emotion.",6
1533,热门,rèmén,"Phổ biến, thịnh hành","Popular, prevalent",这个话题非常热门。,Zhège huàtí fēicháng rèmén.,Chủ đề này rất hot.,This topic is very hot.,6
1534,仁慈,réncí,"Nhân từ, nhân hậu","Kindness, benevolence",他是一个仁慈的人。,Tā shì yī gè réncí de rén.,Anh ấy là một người nhân từ.,He is a kind person.,6
1535,人道,réndào,Nhân đạo,Humanity,他们提倡人道待遇。,Tāmen tíchàng réndào dàiyù.,Họ khuyến khích đối xử nhân đạo.,They promote humane treatment.,6
1536,人格,réngé,"Nhân cách, phẩm cách","Personality, character",他是一个有尊严的人。,Tā shì yī gè yǒu zūnyán de rén.,Anh ấy là một người có phẩm giá.,He is a man of dignity.,6
1537,人工,réngōng,"Nhân công, lao động",Labor,这种技术需要人工操作。,Zhè zhǒng jìshù xūyào réngōng cāozuò.,Công nghệ này cần thao tác bằng tay.,This technology requires manual operation.,6
1538,人家,rénjiā,"Nhà cửa, gia đình","Home, family",人家都说他很聪明。,Rénjiā dōu shuō tā hěn cōngmíng.,Người ta đều nói anh ấy rất thông minh.,People say he is very smart.,6
1539,人间,rénjiān,"Nhân gian, thế gian",human world,这是人间的天堂。,Zhè shì rénjiān de tiāntáng.,Đây là thiên đường trên trần gian.,This is heaven on earth.,6
1540,人士,rénshì,"Nhân sĩ, người",person,这件事对我们有很大的影响。,Zhè jiàn shì duì wǒmen yǒu hěn dà de yǐngxiǎng.,Việc này có ảnh hưởng lớn đối với chúng tôi.,This has a big impact on us.,6
1541,人为,rénwéi,Do con người làm,Man made,他的成功不是偶然的，而是人为的。,"Tā de chénggōng bù shì ǒurán de, ér shì rénwéi de.",Thành công của anh ấy không phải là ngẫu nhiên mà là do con người tạo ra.,His success is not accidental but man-made.,6
1542,人性,rénxìng,"Nhân tính, bản tính",Human nature,人性有时是复杂的。,Rénxìng yǒushí shì fùzá de.,Tính cách con người đôi khi rất phức tạp.,Human personality is sometimes very complex.,6
1543,人质,rénzhì,"Con tin, người bị bắt","Hostage, captive",绑架者要求人质的家人支付赎金。,Bǎngjià zhě yāoqiú rénzhì de jiārén zhīfù shújīn.,Những kẻ bắt cóc yêu cầu gia đình con tin trả tiền chuộc.,The kidnappers demanded ransom from the hostage's family.,6
1544,忍耐,rěnnài,"Nhẫn nại, chịu đựng","Patience, endurance",你必须学会忍耐。,Nǐ bìxū xuéhuì rěnnài.,Bạn phải học cách kiên nhẫn.,You have to learn to be patient.,6
1545,忍受,rěnshòu,"Chịu đựng, cam chịu","endure, endure",我无法忍受这种痛苦。,Wǒ wúfǎ rěnshòu zhè zhǒng tòngkǔ.,Tôi không thể chịu đựng được nỗi đau này.,I can't stand this pain.,6
1546,认定,rèndìng,"Nhận định, xác định","Assessment, determination",他认定这个计划是可行的。,Tā rèndìng zhège jìhuà shì kěxíng de.,Anh ấy xác định kế hoạch này là khả thi.,He determined that the plan was feasible.,6
1547,认可,rènkě,"Công nhận, phê duyệt","Recognition, approval",他的工作得到了认可。,Tā de gōngzuò dédào le rènkě.,Công việc của anh ấy đã được công nhận.,His work has been recognized.,6
1548,任命,rènmìng,"Bổ nhiệm, cử nhiệm","Appointment, nomination",他被任命为公司经理。,Tā bèi rènmìng wèi gōngsī jīnglǐ.,Anh ấy được bổ nhiệm làm giám đốc công ty.,He was appointed as the director of the company.,6
1549,任性,rènxìng,"Tùy hứng, bướng bỉnh","Stubborn, willful",她有点任性。,Tā yǒudiǎn rènxìng.,Cô ấy hơi bướng bỉnh.,She is a bit stubborn.,6
1550,任意,rènyì,"Tùy ý, tự do","Free, arbitrary",你可以任意选择。,Nǐ kěyǐ rènyì xuǎnzé.,Bạn có thể chọn bất kỳ cái gì.,You can choose anything.,6
1551,任重道远,rènzhòngdàoyuǎn,Trách nhiệm nặng nề và đường dài,Heavy responsibility and long distance,我们的任务任重道远。,Wǒmen de rènwù rènzhòngdàoyuǎn.,Nhiệm vụ của chúng ta còn rất nặng nề và xa xôi.,Our task is still very heavy and far-reaching.,6
1552,仍旧,réngjiù,Vẫn như cũ,Same as before,他仍旧没有改变他的计划。,Tā réngjiù méiyǒu gǎibiàn tā de jìhuà.,Anh ấy vẫn không thay đổi kế hoạch của mình.,He still hasn't changed his plans.,6
1553,日新月异,rìxīnyuèyì,Thay đổi từng ngày,Changing every day,现代科技日新月异。,Xiàndài kējì rì xīn yuè yì.,Khoa học kỹ thuật hiện đại thay đổi từng ngày.,Modern science and technology change every day.,6
1554,日益,rìyì,Ngày càng,More and more,他的英语水平日益提高。,Tā de yīngyǔ shuǐpíng rìyì tígāo.,Trình độ tiếng Anh của anh ấy ngày càng tiến bộ.,His English is improving.,6
1555,溶解,róngjiě,Hòa tan,Dissolve,这种物质可以溶解在水中。,Zhè zhǒng wùzhì kěyǐ róngjiě zài shuǐ zhōng.,Chất này có thể tan trong nước.,This substance is soluble in water.,6
1556,容貌,róngmào,Dung mạo,Face,她的容貌非常美丽。,Tā de róngmào fēicháng měilì.,Vẻ ngoài của cô ấy rất đẹp.,She looks very beautiful.,6
1557,容纳,róngnà,Chứa đựng,Contains,这个房间可以容纳50人。,Zhège fángjiān kěyǐ róngnà 50 rén.,Phòng này có thể chứa được 50 người.,This room can accommodate 50 people.,6
1558,容器,róngqì,"Đồ đựng, dụng cụ chứa",Containers,请把液体倒入这个容器中。,Qǐng bǎ yètǐ dàorù zhège róngqì zhōng.,Xin hãy đổ chất lỏng vào trong vật chứa này.,Please pour liquid into this container.,6
1559,融洽,róngqià,"Hòa hợp, êm thấm","Harmonious, smooth",他们的关系非常融洽。,Tāmen de guānxì fēicháng róngqià.,Mối quan hệ của họ rất hòa hợp.,Their relationship is very harmonious.,6
1560,容忍,róngrěn,"Chịu đựng, nhẫn nhịn","Endure, be patient",我们必须学会容忍不同的意见。,Wǒmen bìxū xuéhuì róngrěn bùtóng de yìjiàn.,Chúng ta phải học cách chịu đựng những ý kiến khác nhau.,We must learn to tolerate different opinions.,6
1561,揉,róu,"Xoa, bóp",Massage,她轻轻地揉了揉眼睛。,Tā qīngqīng de róu le róu yǎnjīng.,Cô ấy nhẹ nhàng xoa mắt.,She rubbed her eyes gently.,6
1562,柔和,róuhé,"Dịu dàng, mềm mại","Gentle, soft",他的声音非常柔和。,Tā de shēngyīn fēicháng róuhé.,Giọng nói của anh ấy rất dịu dàng.,His voice is very gentle.,6
1563,弱点,ruòdiǎn,Điểm yếu,Weaknesses,每个人都有弱点。,Měi gèrén dōu yǒu ruòdiǎn.,Mỗi người đều có điểm yếu.,Everyone has weaknesses.,6
1564,若干,ruògān,"Một vài, bao nhiêu","a few, how many",你可以问我若干问题。,Nǐ kěyǐ wèn wǒ ruògān wèntí.,Bạn có thể hỏi tôi một vài câu hỏi.,You can ask me some questions.,6
1565,撒谎,sāhuǎng,Nói dối,Lie,他撒谎了。,Tā sāhuǎng le.,Anh ấy đã nói dối.,He lied.,6
1566,腮,sāi,"Má, cằm","Cheeks, chin",她的腮很红。,Tā de sāi hěn hóng.,Má của cô ấy rất đỏ.,Her cheeks are very red.,6
1567,三角,sānjiǎo,Tam giác,Triangle,这个三角形有三个角。,Zhège sānjiǎoxíng yǒu sān gè jiǎo.,Hình tam giác này có ba góc.,This triangle has three angles.,6
1568,散文,sǎnwén,Tản văn,Essays,他写了一篇散文。,Tā xiě le yī piān sǎnwén.,Anh ấy đã viết một bài tản văn.,He wrote an essay.,6
1569,散发,sànfā,"Tỏa ra, phát tán","radiate, radiate",这个房间散发着香气。,Zhège fángjiān sànfā zhe xiāngqì.,Phòng này tỏa ra mùi thơm.,This room smells good.,6
1570,丧失,sàngshī,Mất mát,Loss,他丧失了信心。,Tā sàngshī le xìnxīn.,Anh ấy đã mất niềm tin.,He lost faith.,6
1571,嫂子,sǎozi,Chị dâu,Sister in law,她是我的嫂子。,Tā shì wǒ de sǎozi.,Cô ấy là chị dâu của tôi.,She is my sister in law.,6
1572,色彩,sècǎi,Màu sắc,Color,这个画作的色彩非常鲜艳。,Zhège huàzuò de sècǎi fēicháng xiānyàn.,Màu sắc của bức tranh này rất tươi sáng.,The colors of this painting are very bright.,6
1573,刹车,shāchē,"Phanh, thắng","Brake, brake",刹车系统需要检查。,Shāchē xìtǒng xūyào jiǎnchá.,Hệ thống phanh cần được kiểm tra.,The brake system needs to be checked.,6
1574,啥,shá,"Gì (dạng khẩu ngữ của ""什么"")","What (colloquial form of ""什么"")",你在干啥呢？,Nǐ zài gàn shá ne?,Bạn đang làm gì vậy?,What are you doing?,6
1575,筛选,shāixuǎn,"Sàng lọc, tuyển chọn","Screening, selection",我们需要筛选最好的候选人。,Wǒmen xūyào shāixuǎn zuì hǎo de hòuxuǎnrén.,Chúng ta cần chọn lọc ứng viên tốt nhất.,We need to select the best candidates.,6
1576,山脉,shānmài,Dãy núi,Mountain,这座山脉很壮观。,Zhè zuò shānmài hěn zhuàngguān.,Dãy núi này rất hùng vĩ.,This mountain range is majestic.,6
1577,闪烁,shǎnshuò,"Lấp lánh, lung linh","Sparkle, sparkle",星星在天空中闪烁。,Xīngxīng zài tiānkōng zhōng shǎnshuò.,Những ngôi sao lấp lánh trên bầu trời.,The stars twinkle in the sky.,6
1578,擅长,shàncháng,"Giỏi về, sở trường","Good at, specialty",他擅长绘画。,Tā shàncháng huìhuà.,Anh ấy giỏi vẽ tranh.,He is good at drawing.,6
1579,擅自,shànzì,"Tự ý, tự tiện","Arbitrary, arbitrary",不要擅自行动。,Bùyào shànzì xíngdòng.,Đừng hành động tùy tiện.,Don't act rashly.,6
1580,扇子,shànzi,Quạt,Fan,她给我买了一把扇子。,Tā gěi wǒ mǎi le yī bǎ shànzi.,Cô ấy đã mua cho tôi một chiếc quạt.,She bought me a fan.,6
1581,商标,shāngbiāo,Thương hiệu,Trademark,这个商标很有名。,Zhège shāngbiāo hěn yǒumíng.,Thương hiệu này rất nổi tiếng.,This brand is very famous.,6
1582,伤脑筋,shāng nǎojīn,"Đau đầu, khó khăn","Headache, difficulty",这个问题真是伤脑筋。,Zhège wèntí zhēn shì shāng nǎojīn.,Vấn đề này thật đau đầu.,This problem is really a headache.,6
1583,上级,shàngjí,Cấp trên,Superior,你需要向上级汇报。,Nǐ xūyào xiàng shàngjí huìbào.,Bạn cần báo cáo với cấp trên.,You need to report to your superiors.,6
1584,上进心,shàngjìnxīn,Tinh thần cầu tiến,Progressive spirit,他有很强的上进心。,Tā yǒu hěn qiáng de shàngjìn xīn.,Anh ấy có động lực tiến bộ rất mạnh.,He has a very strong drive to improve.,6
1585,上任,shàngrèn,Nhậm chức,Inauguration,新上任的经理很有能力。,Xīn shàngrèn de jīnglǐ hěn yǒu nénglì.,Giám đốc mới nhậm chức rất có năng lực.,The new director is very capable.,6
1586,上瘾,shàngyǐn,Nghiện,Addiction,他对咖啡上瘾了。,Tā duì kāfēi shàngyǐn le.,Anh ấy nghiện cà phê.,He is addicted to coffee.,6
1587,上游,shàngyóu,"Thượng nguồn, phần tiên tiến","Upstream, advanced part",这条河的上游很清澈。,Zhè tiáo hé de shàngyóu hěn qīngchè.,Thượng nguồn của con sông này rất trong sạch.,The upper source of this river is very clean.,6
1588,梢,shāo,"Ngọn, chóp","Top, tip",树梢上有一只鸟。,Shùshāo shàng yǒu yī zhǐ niǎo.,Trên ngọn cây có một con chim.,There is a bird on the tree.,6
1589,捎,shāo,"Mang theo, đưa cho","Bring, give",请把这封信捎给他。,Qǐng bǎ zhè fēng xìn shāo gěi tā.,Hãy mang lá thư này cho anh ấy.,Take this letter to him.,6
1590,哨,shào,"Còi, kèn","whistle, trumpet",哨声响起，比赛开始了。,"Shào shēng xiǎng qǐ, bǐsài kāishǐ le.","Tiếng còi vang lên, trận đấu bắt đầu.",The whistle blew and the game began.,6
1591,奢侈,shēchǐ,Xa xỉ,Luxury,她喜欢奢侈品。,Tā xǐhuān shēchǐ pǐn.,Cô ấy thích hàng xa xỉ.,She likes luxury goods.,6
1592,涉及,shèjí,Liên quan đến,Related to,这件事涉及到很多人。,Zhè jiàn shì shèjí dào hěn duō rén.,Việc này liên quan đến nhiều người.,This involves many people.,6
1593,设立,shèlì,"Thiết lập, thành lập","Set up, establish",我们决定设立一个新项目。,Wǒmen juédìng shèlì yī gè xīn xiàngmù.,Chúng ta quyết định thành lập một dự án mới.,We decided to create a new project.,6
1594,社区,shèqū,"Cộng đồng, khu vực","Community, region",这个社区很安全。,Zhège shèqū hěn ānquán.,Khu vực này rất an toàn.,This area is very safe.,6
1595,摄取,shèqǔ,"Hấp thụ, tiếp thu","Absorb, receive",摄取足够的营养对健康很重要。,Shèqǔ zúgòu de yíngyǎng duì jiànkāng hěn zhòngyào.,Hấp thụ đủ dinh dưỡng rất quan trọng đối với sức khỏe.,Getting adequate nutrition is important for good health.,6
1596,摄氏度,shèshìdù,Độ Celsius,Celsius,水的摄氏度是零度。,Shuǐ de shèshìdù shì língdù.,Nhiệt độ của nước là 0 độ C.,The temperature of the water is 0 degrees Celsius.,6
1597,设想,shèxiǎng,"Dự tính, giả định","Estimate, assumption",我们需要设想未来的发展。,Wǒmen xūyào shèxiǎng wèilái de fāzhǎn.,Chúng ta cần tưởng tượng sự phát triển trong tương lai.,We need to imagine future developments.,6
1598,设置,shèzhì,"Lắp đặt, thiết lập","Installation, setup",这个设备很先进。,Zhège shèbèi hěn xiānjìn.,Thiết bị này rất tiên tiến.,This device is very advanced.,6
1599,深奥,shēn'ào,"Sâu sắc, khó hiểu","Deep, difficult to understand",这个问题非常深奥。,Zhège wèntí fēicháng shēn'ào.,Vấn đề này rất phức tạp.,This issue is very complicated.,6
1600,申报,shēnbào,"Trình báo, khai báo","Report, declare",我们需要申报个人所得税。,Wǒmen xūyào shēnbào gèrén suǒdéshuì.,Chúng ta cần khai báo thuế thu nhập cá nhân.,We need to declare personal income tax.,6
1601,深沉,shēnchén,"Sâu sắc, thâm trầm","Deep, profound",他的声音很深沉。,Tā de shēngyīn hěn shēnchén.,Giọng nói của anh ấy rất trầm.,His voice is very deep.,6
1602,深情厚谊,shēnqíng hòuyì,Tình cảm sâu đậm,deep affection,他们之间有着深情厚谊。,Tāmen zhījiān yǒuzhe shēnqíng hòuyì.,Họ có tình cảm sâu nặng.,They have deep feelings.,6
1603,绅士,shēnshì,"Quý ông, người lịch sự","Gentleman, polite person",他是个绅士。,Tā shì gè shēnshì.,Anh ấy là một quý ông.,He is a gentleman.,6
1604,呻吟,shēnyín,Rên rỉ,Wail,他在床上呻吟。,Tā zài chuáng shàng shēnyín.,Anh ấy rên rỉ trên giường.,He groaned on the bed.,6
1605,神奇,shénqí,Kỳ diệu,Marvelous,这个地方真是神奇。,Zhège dìfāng zhēn shì shénqí.,Nơi này thật kỳ diệu.,This place is magical.,6
1606,神气,shénqì,"Vẻ, dáng vẻ",appearance,他看起来神气十足。,Tā kàn qǐlái shénqì shízú.,Anh ấy trông rất oai phong.,He looks very majestic.,6
1607,神情,shénqíng,"Thần thái, cảm xúc","Demeanor, emotion",她的神情很平静。,Tā de shénqíng hěn píngjìng.,Biểu cảm của cô ấy rất bình tĩnh.,Her expression was calm.,6
1608,神色,shénsè,Thần sắc,Aspect,他的神色很严肃。,Tā de shénsè hěn yánsù.,Vẻ mặt của anh ấy rất nghiêm túc.,His face was very serious.,6
1609,神圣,shénshèng,Thần thánh,Hallow,这是一项神圣的任务。,Zhè shì yī xiàng shénshèng de rènwù.,Đây là một nhiệm vụ thiêng liêng.,This is a sacred duty.,6
1610,神态,shéntài,"Thần thái, dáng vẻ","Demeanor, appearance",他的神态自若。,Tā de shéntài zìruò.,Thái độ của anh ấy rất tự nhiên.,His attitude is very natural.,6
